"RA_anom","1_Nao Obrigatoria_Aprovado","1_Nao Obrigatoria_Desistencia","1_Nao Obrigatoria_Reprovado","1_Obrigatória_Aprovado","1_Obrigatória_Desistencia","1_Obrigatória_Reprovado","2_Nao Obrigatoria_Aprovado","2_Nao Obrigatoria_Desistencia","2_Nao Obrigatoria_Reprovado","2_Obrigatória_Aprovado","2_Obrigatória_Desistencia","2_Obrigatória_Reprovado","3_Nao Obrigatoria_Aprovado","3_Nao Obrigatoria_Desistencia","3_Nao Obrigatoria_Reprovado","3_Obrigatória_Aprovado","3_Obrigatória_Desistencia","3_Obrigatória_Reprovado","4_Nao Obrigatoria_Aprovado","4_Nao Obrigatoria_Desistencia","4_Nao Obrigatoria_Reprovado","4_Obrigatória_Aprovado","4_Obrigatória_Desistencia","4_Obrigatória_Reprovado","5_Nao Obrigatoria_Aprovado","5_Nao Obrigatoria_Desistencia","5_Nao Obrigatoria_Reprovado","5_Obrigatória_Aprovado","5_Obrigatória_Desistencia","5_Obrigatória_Reprovado","6_Nao Obrigatoria_Aprovado","6_Nao Obrigatoria_Desistencia","6_Nao Obrigatoria_Reprovado","6_Obrigatória_Aprovado","6_Obrigatória_Desistencia","6_Obrigatória_Reprovado","7_Nao Obrigatoria_Aprovado","7_Nao Obrigatoria_Desistencia","7_Nao Obrigatoria_Reprovado","7_Obrigatória_Aprovado","7_Obrigatória_Desistencia","7_Obrigatória_Reprovado","8_Nao Obrigatoria_Aprovado","8_Nao Obrigatoria_Desistencia","8_Nao Obrigatoria_Reprovado","8_Obrigatória_Aprovado","8_Obrigatória_Desistencia","8_Obrigatória_Reprovado","9_Nao Obrigatoria_Aprovado","9_Nao Obrigatoria_Desistencia","9_Nao Obrigatoria_Reprovado","9_Obrigatória_Aprovado","9_Obrigatória_Desistencia","9_Obrigatória_Reprovado","10_Nao Obrigatoria_Aprovado","10_Nao Obrigatoria_Desistencia","10_Nao Obrigatoria_Reprovado","10_Obrigatória_Aprovado","10_Obrigatória_Desistencia","10_Obrigatória_Reprovado","11_Nao Obrigatoria_Aprovado","11_Nao Obrigatoria_Desistencia","11_Nao Obrigatoria_Reprovado","11_Obrigatória_Aprovado","11_Obrigatória_Desistencia","11_Obrigatória_Reprovado","12_Nao Obrigatoria_Aprovado","12_Nao Obrigatoria_Desistencia","12_Nao Obrigatoria_Reprovado","12_Obrigatória_Aprovado","12_Obrigatória_Desistencia","12_Obrigatória_Reprovado","13_Nao Obrigatoria_Aprovado","13_Nao Obrigatoria_Desistencia","13_Nao Obrigatoria_Reprovado","13_Obrigatória_Aprovado","13_Obrigatória_Desistencia","13_Obrigatória_Reprovado","14_Nao Obrigatoria_Aprovado","14_Nao Obrigatoria_Desistencia","14_Nao Obrigatoria_Reprovado","14_Obrigatória_Aprovado","14_Obrigatória_Reprovado","15_Nao Obrigatoria_Aprovado","15_Nao Obrigatoria_Desistencia","15_Nao Obrigatoria_Reprovado","15_Obrigatória_Aprovado","15_Obrigatória_Reprovado","16_Nao Obrigatoria_Aprovado","16_Nao Obrigatoria_Desistencia","16_Nao Obrigatoria_Reprovado","16_Obrigatória_Aprovado","17_Nao Obrigatoria_Aprovado","17_Nao Obrigatoria_Desistencia","17_Nao Obrigatoria_Reprovado","17_Obrigatória_Aprovado","17_Obrigatória_Reprovado","18_Nao Obrigatoria_Aprovado","18_Obrigatória_Aprovado","DESCRICAOEGRESSO","PAAIS","SEXO","ESTADOCIVIL","TIPOFORMACAOANTERIOR","NATUREZAESCOLAANTERIOR","DTNASC","NOTAVESTIBULAR","CR","ras","Censura"
"770b60f1",2,0,3,0,0,0,1,1,3,2,0,0,1,0,2,0,0,0,0,0,0,1,0,2,1,0,0,1,0,4,1,0,0,4,0,2,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","11/14/1981",494.83,"0.3913","770b60f1",1
"771c47f0",0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reingresso",0,"M","S","S","2º Grau Publico","12/2/1979",502.11,"0.0000","771c47f0",1
"777ad174",0,0,0,5,0,1,0,0,0,4,0,0,0,0,0,4,0,1,1,0,0,4,0,0,3,0,0,3,0,0,1,0,0,3,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Tecnico Publico","12/11/1982",573.68,"0.7417","777ad174",0
"777fd123",0,0,0,3,0,3,0,0,0,1,0,3,0,0,0,3,1,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"F","S","S","2º Grau Particular","5/14/1987",502.07,"0.3365","777fd123",1
"77988eb6",1,0,0,3,0,3,1,3,2,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,1,1,3,0,0,0,6,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Tecnico Publico","12/4/1974",466.34,"0.4077","77988eb6",1
"77fdd9d7",0,0,0,3,0,2,0,0,0,5,0,1,1,0,0,3,0,0,1,0,0,3,0,1,4,1,0,0,0,1,1,1,0,2,0,0,2,0,0,2,0,0,1,0,0,3,0,0,4,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","3/19/1987",519.37,"0.6823","77fdd9d7",0
"781a7f76",0,0,4,1,0,0,0,0,2,1,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,3,1,0,0,0,0,1,1,2,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","6/17/1980",547.49,"0.4370","781a7f76",1
"78255acf",0,0,1,3,1,5,0,1,0,6,0,2,0,2,0,4,0,1,1,0,0,3,0,0,0,1,4,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","3/22/1991",493,"0.5229","78255acf",1
"78333600",0,0,0,5,0,0,0,0,0,5,0,0,1,0,0,5,0,0,1,0,0,4,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","2/13/1989",590.8,"0.7805","78333600",0
"7843cc4b",0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reingresso",0,"M","S","G","Superior Particular","4/5/1964",518.85,"0.0000","7843cc4b",1
"786e291c",0,0,0,4,0,2,0,0,0,3,0,3,0,0,0,2,1,1,1,1,0,2,1,0,0,0,1,1,1,1,1,0,0,3,0,1,1,0,1,2,0,1,3,0,0,1,0,3,3,0,0,2,0,0,1,0,0,3,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","5/26/1986",460.87,"0.5572","786e291c",0
"78cb23a9",3,1,0,5,0,2,2,0,2,7,0,2,1,0,1,6,0,2,2,0,0,1,0,3,0,0,0,2,0,1,0,0,0,1,2,1,0,1,0,1,0,1,0,0,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","(null)","8/7/1984",514.27,"0.4751","78cb23a9",1
"7906d9d8",1,0,1,4,0,0,0,0,0,3,0,0,0,0,0,5,0,0,2,0,0,2,0,0,2,1,0,2,0,0,1,1,0,5,0,0,5,1,0,2,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Publico","5/5/1977",486.48,"0.7053","7906d9d8",0
"792077ef",5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,6,1,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","C","S","2º Grau Particular","9/19/1979",644.79,"0.7392","792077ef",0
"792626e2",0,0,0,5,0,1,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,4,0,0,2,0,3,3,0,0,2,0,0,3,0,1,3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","9/12/1990",567,"0.6796","792626e2",0
"79580721",0,0,0,5,0,0,0,1,0,4,0,0,0,0,0,5,0,0,1,0,0,4,0,0,2,1,0,3,0,0,4,1,0,2,0,0,3,2,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Publico","4/21/1979",623.5,"0.7708","79580721",0
"7976b32c",4,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reingresso",0,"M","S","S","2º Grau Particular","12/17/1976",587.42,"0.3861","7976b32c",1
"7989bc46",1,0,1,3,0,4,2,1,0,2,0,0,1,1,1,3,0,0,1,0,0,4,0,0,0,1,3,0,0,0,0,2,2,1,0,0,1,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Tecnico Publico","11/14/1971",585.77,"0.4967","7989bc46",0
"79a298a3",0,0,0,5,0,0,0,0,0,4,0,1,0,0,0,3,0,1,1,2,0,3,0,0,1,1,0,3,0,0,0,0,0,4,0,0,2,1,3,3,0,0,2,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","1/17/1991",521,"0.6706","79a298a3",0
"79bd4220",0,0,0,2,0,3,0,0,0,3,1,0,0,0,0,1,0,4,0,0,0,0,0,1,2,0,0,2,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",1,"M","S","S","2º Grau Publico","7/20/1987",448,"0.3307","79bd4220",1
"79cdb1dd",0,0,0,3,0,5,0,0,0,2,1,2,0,0,1,1,0,3,0,0,0,1,0,2,0,0,0,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",1,"M","S","S","2º Grau Tecnico Publico","1/12/1993",546,"0.2280","79cdb1dd",1
"79e2dea1",0,0,0,3,0,4,0,1,0,1,0,3,0,1,0,1,1,4,1,1,1,1,0,3,0,1,1,0,0,4,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",1,"F","S","S","2º Grau Publico","10/12/1990",437,"0.2419","79e2dea1",1
"7a22e0ec",0,0,2,5,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",1,"F","S"," ","(null)","4/10/1996",496,"0.5021","7a22e0ec",1
"7b00b13c",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","5/18/1990",583.42,"-10,000","7b00b13c",1
"7b4de4e5",0,0,1,4,0,1,0,0,2,2,0,0,0,1,0,3,0,0,1,0,2,2,0,0,1,0,0,3,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,2,1,0,0,2,0,0,0,0,0,1,1,0,1,1,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","10/8/1980",661.27,"0.3590","7b4de4e5",1
"7b6a011c",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,2,0,2,0,0,0,4,1,0,2,1,0,2,0,0,0,2,1,0,0,2,1,0,0,2,0,0,1,0,0,3,0,0,2,0,0,5,0,0,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","8/21/1989",506.15,"0.6168","7b6a011c",0
"7baa5cc8",0,0,4,1,0,1,0,0,3,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"F","S","S","2º Grau Particular","5/14/1981",524.44,"0.2233","7baa5cc8",1
"7bba160d",0,0,1,4,0,1,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,2,2,0,0,2,0,0,1,1,1,3,0,0,1,0,1,3,0,0,2,2,0,2,0,0,3,0,2,1,0,0,1,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","10/30/1981",624.37,"0.5764","7bba160d",0
"7bfc08b4",3,1,2,8,0,1,2,0,0,5,0,3,0,1,0,5,0,1,1,1,0,2,0,2,1,1,0,1,0,1,0,0,0,1,0,3,0,0,2,2,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Publico","3/29/1989",490.82,"0.4892","7bfc08b4",1
"7c49b681",2,0,3,0,0,0,3,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Tecnico Publico","10/1/1982",559.8,"0.4162","7c49b681",1
"7cc58245",1,0,3,2,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,1,1,4,0,0,0,0,2,1,0,0,1,0,1,3,0,0,1,1,1,3,0,0,0,1,1,2,0,0,5,0,0,1,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","8/29/1976",487.44,"0.6050","7cc58245",0
"7cc634a7",0,0,2,3,0,0,0,0,0,4,0,0,0,0,2,3,0,0,1,0,1,3,0,0,0,2,0,2,0,0,2,2,0,3,0,0,3,3,1,1,0,0,3,1,0,2,0,0,3,1,0,1,0,0,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","2/19/1979",578.55,"0.6290","7cc634a7",0
"7d4aabf",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ativo",1,"F","S","S","(null)","9/27/1996",472.3,"-10,000","7d4aabf",1
"7d631365",2,3,0,6,0,2,2,0,1,3,1,2,4,1,0,3,0,2,5,0,0,7,0,1,3,3,0,3,0,1,2,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"F","S","S","2º Grau Particular","4/17/1987",508.15,"0.6160","7d631365",1
"7d666435",0,0,0,4,0,1,0,0,0,3,0,2,1,0,0,2,0,3,1,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","3/15/1992",454,"0.4573","7d666435",1
"7d81ab1f",0,0,0,5,0,1,0,0,0,4,0,0,1,1,0,3,0,0,1,1,0,4,0,0,2,1,0,3,0,0,5,0,0,2,0,0,3,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","10/8/1981",668.8,"0.8078","7d81ab1f",0
"7d9c1c0f",4,0,5,0,0,0,0,0,5,0,0,3,1,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Tecnico Publico","11/21/1982",544.61,"0.3097","7d9c1c0f",1
"7da9a9a7",0,0,0,5,0,1,0,1,0,4,0,0,1,0,3,1,0,0,1,0,1,4,0,0,2,1,0,2,0,0,2,0,0,1,0,2,2,1,0,2,0,0,3,1,0,2,0,0,4,0,0,1,0,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"M","S","S","2º Grau Particular","7/18/1981",670.68,"0.6508","7da9a9a7",0
"7e6021a6",1,1,3,6,1,1,4,0,1,4,0,3,3,2,0,3,0,2,3,0,0,4,0,2,2,1,0,2,0,2,1,1,0,2,0,2,0,1,1,0,0,3,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","4/1/1983",586.6,"0.4444","7e6021a6",1
"7ed94772",0,0,3,2,0,0,0,1,0,1,0,2,0,1,0,2,1,1,0,0,0,1,2,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","4/20/1983",502.25,"0.3723","7ed94772",1
"7edbcd59",0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","8/18/1972",650.56,"0.5612","7edbcd59",1
"7f38649d",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reingresso",1,"F","S","G","Superior Publico","7/29/1975",481,"0.0105","7f38649d",1
"7f388325",3,3,2,0,1,14,0,0,0,1,3,4,1,0,0,0,1,1,0,2,0,3,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,2,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"F","S","S","2º Grau Particular","6/10/1985",519.85,"0.2978","7f388325",1
"7f753144",0,0,3,2,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,3,0,2,1,1,0,2,0,1,1,0,1,3,0,0,0,0,1,1,0,0,0,1,0,5,0,0,4,1,0,1,0,0,4,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",0,"F","S","S","2º Grau Particular","9/6/1982",492.82,"0.5772","7f753144",0
"7f96c2f0",0,0,4,1,0,0,1,0,0,3,0,0,2,0,3,1,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Particular","1/19/1981",515.59,"0.5238","7f96c2f0",1
"7fb0fc78",0,0,0,5,0,1,0,0,0,5,0,0,1,0,0,4,0,0,1,0,0,4,0,0,3,0,0,3,0,0,2,0,0,3,0,0,3,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Conclusão",1,"M","S","S","2º Grau Tecnico Publico","8/30/1987",537.21,"0.7950","7fb0fc78",0
"809638c6",0,0,0,1,0,4,0,0,0,2,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Não Conclusao",0,"M","S","S","2º Grau Publico","5/4/1986",476.43,"0.3024","809638c6",1
